"scenario","functional_form","matching_quality","simple_difference","rebar_y0hat","reloop_rf_po","reloop_rf_v12","reloop_rf_interp","cf_loop_p05","cf_ipw_rf","cf_aipw_rf","true_tau","mean_DeltaY0","mean_DeltaY0_hat","mean_DeltaX1","mean_DeltaX2","mean_DeltaX3","mean_abs_DeltaX1","mean_abs_DeltaX2","mean_abs_DeltaX3","mean_abs_DeltaY0_hat","cor_DeltaY0hat_DeltaY0","cor_DeltaX1_DeltaY0","cor_DeltaX2_DeltaY0","cor_DeltaX3_DeltaY0","prop_unit1_treated","mean_e_hat_cf","sd_e_hat_cf","n_treated_full","n_control_full","treatment_rate_full","n_matched","n_pairs","n_remnant","n_remnant_controls","sim"
"opposite","nonlinear","good",-0.473846485887459,-0.657766541536152,-0.589737942396847,-0.703860129824334,-0.685784846975938,-0.238300507599633,-1.60089883503719,-0.62024391007487,0,-0.473846485887459,0.183920055648692,0.45976369666477,0.00675387125948355,0.463382979651619,0.917004665428867,1.14101015988861,0.827160945367401,0.683371622665917,0.679357524587113,-0.0973267573446379,-0.0953380989748302,0.67122184142784,0.551236749116608,0.406672555948174,0.286853509742837,283,717,0.283,566,283,434,434,5
"unrelated","linear","bad",0.0509484422956329,0.0330764852769412,0.000797221672306444,0.0380305415616167,0.0281831425040966,-0.0167792988679241,-0.548578309114534,-0.452203580745265,0,0.0509484422956329,0.0178719570186917,0.4734247708395,0.0553931668450446,0.104233348053345,1.1960529813752,1.09784989862149,0.105741562292699,0.536948365911005,0.336777687194864,-0.00699681068498726,0.429630917303073,0.184674016450783,0.493670886075949,0.32774964838256,0.22166220071297,237,763,0.237,474,237,526,526,5
"unrelated","linear","good",0.0999947330394235,0.176320610481613,0.158852944137382,0.179845056097384,0.172466537930307,0.0127034941923465,-0.710859768709773,-0.555326871485577,0,0.0999947330394235,-0.0763258774421895,0.189145686443579,-0.148486944017889,0.197890131902827,0.920590238540237,1.15069463857922,0.442458304833617,0.520232607830265,0.45432254766974,-0.342407054961159,0.403149286932938,0.390468232789224,0.536,0.368306666666667,0.242044700892243,250,750,0.25,500,250,500,500,5
"unrelated","nonlinear","bad",0.0488186251622906,0.0452376482687132,-0.042724714598741,0.120130439814029,0.0878182247061468,-0.00184074921358802,-1.62995075234318,-0.156613081844467,0,0.0488186251622906,0.00358097689357741,0.93191774704817,-0.158653573931211,0.271029524360851,1.35974977219509,1.23342987358022,0.27486771540125,0.731217503697616,0.685683997527138,-0.00865682199322863,0.765984179269677,-0.0417951202453428,0.518900343642612,0.397605956471936,0.311280300150587,291,709,0.291,582,291,418,418,5
"unrelated","nonlinear","good",0.379095771352886,0.388334467152586,0.360190333733037,0.412520709715028,0.38955730435228,0.0821441891582042,-0.9797139711895,-0.508679441645523,0,0.379095771352886,-0.00923869579970015,0.458822746203706,-0.0677899015364859,0.460232832184668,0.797951262798425,1.10771121017881,0.774896261867184,0.813621613438021,0.673159001288298,-0.0365390763669203,0.610560199959085,0.378988740165762,0.528985507246377,0.402161835748792,0.298958122891152,276,724,0.276,552,276,448,448,5
"aligned","linear","bad",0.429527475495398,0.16041267142085,0.114508336896595,0.312208939393496,0.255585572859461,0.165307439297555,-0.852907500507654,-0.761139694507918,0,0.429527475495398,0.269114804074548,0.47699906193343,0.00302737082141044,0.0810167650337385,1.16346957417138,1.14931906990728,0.082124924450815,0.666040659721597,0.334727702560754,0.383069879555831,-0.085184775640065,0.116679859029875,0.444933920704846,0.319464023494861,0.221926215407233,227,773,0.227,454,227,546,546,6
"aligned","linear","good",0.188212565888942,0.127556873710307,0.0710662992805029,0.18151329293305,0.155399674697731,-0.0600331752403434,-2.3295736990786,-1.25988954918098,0,0.188212565888942,0.0606556921786358,0.209264536401588,0.0552227619120381,0.220249109657715,0.869826684160211,1.18899871832018,0.507517207034219,0.343819019510991,0.154836325520212,0.0144393300569615,0.00826452754369244,0.160726765695626,0.495762711864407,0.36385593220339,0.252559924864731,236,764,0.236,472,236,528,528,6
"aligned","nonlinear","bad",1.58232155983289,1.07350971864604,0.698199583062274,0.680564461279804,0.686281773587945,0.345720409260277,-1.26872552505693,-0.601626588645568,0,1.58232155983289,0.508811841186848,0.711633298164873,0.101926131465147,0.367563481147998,1.34485857883005,1.16470778663655,0.368324449646142,0.836605733048238,0.605172345563151,0.662377743692633,-0.0438545724290328,0.448407254113618,0.531986531986532,0.416795735129068,0.307535188638382,297,703,0.297,594,297,406,406,6
"aligned","nonlinear","good",1.5090753819833,1.58392430814348,1.44387219893701,1.44549803308899,1.44298674555949,0.371123416867782,-1.65150167493459,-0.737995907486171,0,1.5090753819833,-0.0748489261601839,0.558120543280725,-0.0623081645568768,0.490825708077165,0.980444153214456,1.20874607266883,0.839848081297734,0.358282352292292,-0.0328921352245887,0.317625898242473,-0.0904134840479428,0.164537081510179,0.470383275261324,0.440214866434379,0.297707113129862,287,713,0.287,574,287,426,426,6
"opposite","linear","bad",-0.151256345096899,0.0563540307957518,0.0232036503040158,0.0217824985623835,0.0196956866288509,-0.0505177472820873,-0.650928749760373,0.0952353081249063,0,-0.151256345096899,-0.207610375892651,0.536036489047524,0.178581956638925,0.179261810815723,1.1801217498541,1.13809314846077,0.180570654125611,0.531206775561615,0.381628569285274,-0.420339474635294,-0.0418877061080888,0.133286998965998,0.516528925619835,0.347809917355372,0.242270957012634,242,758,0.242,484,242,516,516,6
"opposite","linear","good",0.0946515062256617,0.10478917402238,0.00874736555972455,0.073361095865928,0.0560167276448187,0.0602068030560573,-0.606231321227588,-0.323112957098326,0,0.0946515062256617,-0.010137667796718,0.112495334492464,-0.000127466188800789,0.162034945159299,0.808851103490844,1.13987783049019,0.419889891509578,0.631093101830306,0.442339173013407,-0.560411268565161,-0.104113444806044,0.572666402368649,0.488584474885845,0.340395738203957,0.229396328384586,219,781,0.219,438,219,562,562,6
"opposite","nonlinear","bad",-1.02850908812951,-0.542066409935196,-0.326829326820158,-0.311953943249783,-0.314061652550621,-0.275939564323856,-1.21238005993993,0.0734634289401888,0,-1.02850908812951,-0.486442678194315,0.888359862421668,-0.0416363094135974,0.258885661573295,1.31652915179536,1.17174856554332,0.259537468667614,0.737529021646303,0.565353506075673,-0.653701671263384,-0.0295412294719111,-0.321751886514699,0.49,0.380372222222222,0.306940778945237,300,700,0.3,600,300,400,400,6
"opposite","nonlinear","good",-0.57198393699806,-0.867743570919839,-0.70559306047461,-0.930959977754143,-0.905021531837364,-0.133870142449786,-0.620489084873531,-0.22772834960562,0,-0.57198393699806,0.295759633921779,0.606084625955387,0.0259544515257736,0.516317027914256,0.87075045916914,1.20748346213865,0.801430662017574,0.720326786494148,0.572474044421061,-0.364155024867593,0.0395742659217899,0.538332076658919,0.508038585209003,0.436618435155413,0.307266411307664,311,689,0.311,622,311,378,378,6
"unrelated","linear","bad",0.273162112615642,0.249254967254591,0.231839869880486,0.259192853487625,0.252757825233549,0.118202336061069,-0.726216773320467,-0.57552742585224,0,0.273162112615642,0.0239071453610517,0.495396877780256,0.00621141922274806,0.175884897444212,1.17067891491598,1.13724270424289,0.176748944919455,0.575205090281809,0.37362041584149,0.0296379892611199,0.452768607226413,0.172257368284815,0.496124031007752,0.349696382428941,0.244432138902436,258,742,0.258,516,258,484,484,6
"unrelated","linear","good",0.123337339477911,0.150513951706301,0.238491134524236,0.142096684242863,0.164755506741123,0.0855772892371911,-0.849453399313484,-0.889708399520566,0,0.123337339477911,-0.02717661222839,0.126565850608532,-0.091705532787427,0.119263599595683,0.914507343861075,1.06825015062704,0.450713295448555,0.760253252155871,0.44069986240045,-0.352514617814189,0.329496603578468,0.34323671697852,0.474576271186441,0.360833333333333,0.230173657735335,236,764,0.236,472,236,528,528,6
"unrelated","nonlinear","bad",0.259342644069256,0.191554847590689,0.0854831014352583,0.115522007287675,0.106072233507035,0.00994286857994077,-1.074373395396,-0.917304047170728,0,0.259342644069256,0.0677877964785674,1.03220950468585,-0.0659706269865018,0.299445498271165,1.35707047961672,1.20081563199603,0.305633615443303,0.522925924568367,0.713193794736196,-0.023732115122573,0.778401425806147,0.0967734680887414,0.445993031358885,0.410383275261324,0.313721505597653,287,713,0.287,574,287,426,426,6
"unrelated","nonlinear","good",0.355606552752632,0.334538791193835,0.248447453637512,0.247055862788538,0.25023024126184,-0.120005188133558,-1.85968040007837,-0.691807982189865,0,0.355606552752632,0.0210677615587976,0.570353242231153,0.0698739139058093,0.545465544251656,0.858289113943608,1.15633649356249,0.805438135873103,0.657884256958974,0.624430406034592,0.00644681846257139,0.682431251603081,0.284766303619459,0.474264705882353,0.436286764705882,0.322858401229067,272,728,0.272,544,272,456,456,6
"aligned","linear","bad",0.306131434450858,0.148772273110787,0.169486354928066,0.119560797687545,0.129471097421521,0.00918942366813513,-0.953611153860267,-0.570591305831829,0,0.306131434450858,0.15735916134007,0.39262053833029,0.0657757149090578,0.144193570226313,1.21889774613731,1.10315190370955,0.145386365237474,0.51041932993513,0.437378204604673,0.510384096345054,-0.0556805779303379,0.151170908419019,0.534782608695652,0.359463768115942,0.238591551068764,230,770,0.23,460,230,540,540,7
"aligned","linear","good",0.34761068424244,0.295176942683816,0.383769825199353,0.346256616923806,0.346445056700744,0.110466996331749,-0.735289530820068,-0.804126009683185,0,0.34761068424244,0.0524337415586245,0.144786068195185,-0.011362850647828,0.168806592439611,0.904573766132044,1.16543486025874,0.354285129124178,0.343423703930346,0.00255838549450129,0.17542374277022,-0.108891825892204,-0.0858119726153745,0.527196652719665,0.374637377963738,0.234548192246893,239,761,0.239,478,239,522,522,7
"aligned","nonlinear","bad",1.73992073327306,1.17474099205893,0.40070511186057,0.85065537355558,0.74561735058796,0.469928622717776,-0.651119559861773,-0.298032823278647,0,1.73992073327306,0.565179741214129,1.03669966286866,0.0560721195467588,0.231984431961866,1.30296503241736,1.02461495879492,0.232457159611856,0.771643461749192,0.577269371641146,0.662910589179843,-0.0465705367935825,0.493229238835791,0.476190476190476,0.371538461538462,0.320290441979461,273,727,0.273,546,273,454,454,7
"aligned","nonlinear","good",1.45416826083843,1.40554010578899,1.41275616219595,1.42658863404996,1.42223991831534,0.258620933793902,-1.22070898655579,-0.550203541965851,0,1.45416826083843,0.0486281550494374,0.613871466547126,-0.0814940638763533,0.538919135717764,0.918913142051344,1.13133292970066,0.811958721760606,0.401918696506962,0.037713387811759,0.140103027149877,-0.0588448207251278,0.234941406204715,0.471947194719472,0.425654565456546,0.300421440496932,303,697,0.303,606,303,394,394,7
"opposite","linear","bad",-0.137545868289249,0.19118318966714,0.0426746157607705,0.114668372732639,0.0996963405728337,-0.0958877517546836,-1.20478327502292,-0.662190212014411,0,-0.137545868289249,-0.328729057956389,0.618694113041971,-0.0127280675298261,0.229394370660661,1.21091696277051,1.15296602039652,0.22997696065218,0.728807781570543,0.36075496167599,-0.401809801904907,-0.00154054555609973,0.173954416656996,0.505494505494505,0.378382173382173,0.263875854370098,273,727,0.273,546,273,454,454,7
"opposite","linear","good",0.0379903143007247,0.115248274336051,0.108201781051993,0.0925259454258219,0.100072895409995,-0.0393039102294252,-0.619215857157826,-0.269261397201423,0,0.0379903143007247,-0.0772579600353266,0.273634568151406,0.13153804740649,0.191436833770474,0.849003167352535,1.18893589823127,0.5048779565948,0.639935669722992,0.532295019681713,-0.605502461969246,0.0187311536733522,0.631885160880743,0.514644351464435,0.368507670850767,0.261473106155659,239,761,0.239,478,239,522,522,7
"opposite","nonlinear","bad",-1.07484732448647,-0.538111908385737,-0.148638685015571,-0.158466385658351,-0.152095312067676,-0.296975760924653,-1.00562584791359,0.176317070125405,0,-1.07484732448647,-0.53673541610073,0.908069350940855,-0.0214764631132721,0.256089192974563,1.26487163253105,1.06044535662052,0.257217348219593,0.724781892976312,0.566545999291295,-0.60402936815971,-0.0511313554393586,-0.272533543189883,0.492857142857143,0.364690476190476,0.307061954265383,280,720,0.28,560,280,440,440,7
"opposite","nonlinear","good",-0.464049277897066,-0.619948156226298,-0.417203466579769,-0.564215424929179,-0.516985762080284,-0.159873016902412,-0.572022094510239,-0.0807269243567734,0,-0.464049277897066,0.155898878329231,0.415294028442437,0.0517315463399229,0.410400140183382,0.892645628432495,1.15056429547014,0.699701824350892,0.737557252422992,0.646724131986734,-0.352314123746421,-0.0534934611261285,0.633774566342186,0.469798657718121,0.414502237136465,0.29225833416439,298,702,0.298,596,298,404,404,7
"unrelated","linear","bad",0.321086507414685,0.251451891615205,0.256421512003565,0.3265832725834,0.318697808469086,0.227092008614433,-0.347627518911336,-0.344198477794718,0,0.321086507414685,0.0696346157994793,0.499074238229805,0.144789344012205,0.151802057455981,1.04864316969055,1.08114576158267,0.152352099828158,0.645825166838183,0.320189229786983,0.0185154943617146,0.34570925059246,0.163221782875502,0.546666666666667,0.3478,0.257373662556367,225,775,0.225,450,225,550,550,7
"unrelated","linear","good",0.167912872822861,0.168512742806429,0.162986502342184,0.189352125668016,0.188190167439127,-0.0239397644333518,-0.421573421990529,-0.746094679402341,0,0.167912872822861,-0.000599869983567959,0.205673339428495,-0.00655028018820003,0.183019990576216,0.937593771755137,1.22257476899521,0.395153324382469,0.708266130016955,0.375299126722003,-0.289699688263066,0.388824038803711,0.298510302676479,0.47808764940239,0.366440903054449,0.244561773868633,251,749,0.251,502,251,498,498,7
"unrelated","nonlinear","bad",0.324844293594388,0.256443800202538,0.274030445705817,0.176444299941856,0.198687440965564,-0.073676663148596,-1.53416737297641,-0.650138221638164,0,0.324844293594388,0.0684004933918498,1.00031049648932,-0.00249113504333259,0.312230162307004,1.3887732257577,1.12254855583982,0.312866460974323,0.72821141260107,0.673312137181198,0.0866365610613043,0.68132973930657,0.240270320292106,0.538205980066445,0.406937984496124,0.307113091458566,301,699,0.301,602,301,398,398,7
"unrelated","nonlinear","good",0.606929689102652,0.413284830351374,0.222762865129129,0.222830376887547,0.220740459879236,0.139568062697538,-1.49692298807375,-0.135101610811666,0,0.606929689102652,0.193644858751278,0.386390443825116,0.112263636507623,0.521317195096554,0.730337076009098,1.15993338019317,0.75600196097867,0.75002798389342,0.73722342929653,-0.122193629999295,0.633913619782976,0.234005287383683,0.494623655913978,0.41352449223417,0.299609632479694,279,721,0.279,558,279,442,442,7
"aligned","linear","bad",0.367082286624013,0.0703366855069169,0.0624559681290175,0.150686780857424,0.126858812105618,0.0589184892848616,-0.484404465876274,-0.418718804943584,0,0.367082286624013,0.296745601117096,0.604374339447855,0.0248576446452899,0.111839337200401,1.18704394666913,1.15489991436409,0.112607778697962,0.649584303920249,0.286843172668111,0.38076355114425,-0.0567669808918898,0.0581577771947776,0.521367521367521,0.338418803418803,0.246264342512747,234,766,0.234,468,234,532,532,8
"aligned","linear","good",0.0773084282550885,0.0379717913061334,-0.0181237061102522,-0.00921537346319012,-0.0162602658699052,-0.0298210685307716,-0.791983058902443,-0.507817492061,0,0.0773084282550885,0.0393366369489551,0.10299615129385,-0.213740901344866,0.12719755418259,0.932893964591572,1.05198227955644,0.394483449283922,0.391518541264888,0.0768143531731333,0.151176370166068,0.00326693817170908,-0.071776136942914,0.558704453441296,0.356194331983806,0.228430677195047,247,753,0.247,494,247,506,506,8
"aligned","nonlinear","bad",1.6112628349292,1.2950796839133,0.907594621898958,1.02901788785726,0.992143354562861,0.420579587858861,-0.783432764830461,-0.353930545485273,0,1.6112628349292,0.316183151015899,0.923365159120271,-0.20750806726201,0.274835575389115,1.28674780298516,1.11679301224661,0.275467465797637,0.484106790065272,0.298135757308306,0.617023098125263,-0.0194229753728121,0.473623058589517,0.482315112540193,0.418269024651661,0.303467739579719,311,689,0.311,622,311,378,378,8
"aligned","nonlinear","good",1.32404827148013,1.33552928517688,1.370472476039,1.30943575556267,1.32116116845557,0.493234215156077,-0.901434027664685,-0.389720057563369,0,1.32404827148013,-0.0114810136967516,0.432130361042464,0.138565579587931,0.418045912193557,0.806733072456731,1.09057764061694,0.725304206072274,0.310935450408758,-0.0231374885569695,0.184201486705525,-0.0146762540649187,0.168338295601333,0.532374100719424,0.413315347721823,0.298182179696486,278,722,0.278,556,278,444,444,8
"opposite","linear","bad",-0.0991098275537498,0.153576459373256,0.141961982073795,0.201991535221652,0.190915591149146,0.0332956107926382,-0.52228028878437,-0.538971243892387,0,-0.0991098275537498,-0.252686286927005,0.670292919120379,-0.105726883739214,0.147430302149392,1.3032079640296,1.18533193611991,0.148236559610836,0.534261243907463,0.396649953602675,-0.468691831124192,0.0235234885440179,0.00176059998941764,0.477732793522267,0.353380566801619,0.243171929613665,247,753,0.247,494,247,506,506,8
"opposite","linear","good",0.280032668374551,0.313689945064683,0.245717545191636,0.279651858800112,0.270140095092646,0.2095740881244,0.0934123881527061,-0.301066981139297,0,0.280032668374551,-0.033657276690132,0.163914438043751,0.0160066994722389,0.17675224951429,0.905768433575529,1.16200214751249,0.500391920550491,0.68758908275392,0.558212653017246,-0.596939126998174,-0.0575842700360832,0.601520365133112,0.536480686695279,0.364155937052933,0.233454685298313,233,767,0.233,466,233,534,534,8
